100	0.000867
200	0.000061
300	0.000094
400	0.000125
500	0.000157
600	0.000189
700	0.000232
800	0.000253
900	0.000282
1000	0.000339
1100	0.000351
1200	0.000394
1300	0.000452
1400	0.000091
1500	0.000100
1600	0.000103
1700	0.000112
1800	0.000120
1900	0.000140
2000	0.000149
2100	0.000144
2200	0.000145
2300	0.000152
2400	0.000167
2500	0.000175
2600	0.000204
2700	0.000185
2800	0.000184
2900	0.000192
3000	0.000200
3100	0.000206
3200	0.000211
3300	0.000218
3400	0.000228
3500	0.000238
3600	0.000241
3700	0.000248
3800	0.000255
3900	0.000262
4000	0.000269
4100	0.000275
4200	0.000279
4300	0.000287
4400	0.000290
4500	0.000342
4600	0.000317
4700	0.000317
4800	0.000339
4900	0.000315
5000	0.000322
5100	0.000327
5200	0.000335
5300	0.000343
5400	0.000345
5500	0.000356
5600	0.000363
5700	0.000368
5800	0.000377
5900	0.000380
6000	0.000388
6100	0.000393
6200	0.000402
6300	0.000441
6400	0.000445
6500	0.000425
6600	0.000428
6700	0.000444
6800	0.000460
6900	0.000470
7000	0.000480
7100	0.000485
7200	0.000523
7300	0.000505
7400	0.000501
7500	0.000514
7600	0.000523
7700	0.000523
7800	0.000532
7900	0.000539
8000	0.000547
8100	0.000554
8200	0.000560
8300	0.000565
8400	0.000579
8500	0.000583
8600	0.000593
8700	0.000598
8800	0.000611
8900	0.000606
9000	0.000611
9100	0.000628
9200	0.000640
9300	0.000638
9400	0.000648
9500	0.000645
9600	0.000655
9700	0.000669
9800	0.000676
9900	0.000682
10000	0.000685
10100	0.000693
10200	0.000703
10300	0.000711
10400	0.000723
10500	0.000729
10600	0.000727
10700	0.000738
10800	0.000745
10900	0.000757
11000	0.000756
11100	0.000767
11200	0.000766
11300	0.000786
11400	0.000787
11500	0.000793
11600	0.000808
11700	0.000798
11800	0.000815
11900	0.000826
12000	0.000825
12100	0.000841
12200	0.000847
12300	0.000849
12400	0.000861
12500	0.000878
12600	0.000880
12700	0.000892
12800	0.000898
12900	0.000889
13000	0.000898
13100	0.000912
13200	0.000913
13300	0.000925
13400	0.000943
13500	0.000940
